-0.17251303175546528	-0.5191237045834798	-1.14763329853165	-0.321216238994633
-1.1448783502462205	-1.550064136176379	-2.3600133339499383	-1.006290093496868
-1.9852779461660388	-2.526243683095652	-2.7729128541483807	-1.546472959425447
-3.087396010730907	-2.981929690653665	-3.0451781668558753	-1.7547769084461335
-3.165125511115667	-3.216060382913002	-3.273865408588272	-1.8727016701775436
-3.2875058638643075	-3.342831472147484	-3.2928803081733378	-1.9256458141372874
-3.4064783523606414	-3.420719248717381	-3.3252344466502244	-1.95967476161585
-3.4468162699890916	-3.5008517641656267	-3.358259707413101	-1.9762839568636894
-3.481565703294459	-3.5133791665498277	-3.361724044046742	-2.0065512063097914
-3.5313413258394726	-3.5315242999263114	-3.3666146753534343	-2.0525261147473355
-3.5626784601666963	-3.536981226178142	-3.3742679057487606	-2.0725476981382895
-3.6042875926798614	-3.53977760874879	-3.409483458136537	-2.0820795060948245
-3.6473171387251484	-3.5408535972990363	-3.423508883033633	-2.087416040108246
-3.6590004046335833	-3.5662818053618595	-3.4396353646561044	-2.095548043001703
-3.6675343428731857	-3.5683983432532864	-3.4581067347824006	-2.103267901569909
-3.6806269697184635	-3.5876912024999186	-3.4670421996460163	-2.1081995613095033
-3.692309512877845	-3.6195272940545653	-3.471784197490407	-2.111136468719997
-3.694893859778316	-3.662725270107984	-3.474701849121344	-2.112651630443814
-3.6953347532598797	-3.670605739657422	-3.478862414974158	-2.1131829176082477
-3.6954110282923582	-3.671545293799982	-3.482579896985073	-2.113439974660942
-3.695469736095117	-3.6722088711136562	-3.485762217941977	-2.1134725273537254
-3.6954845002870496	-3.672276635817761	-3.4892843589397824	-2.113485054036563
-3.6954998875341127	-3.6723090860056824	-3.4912582786353696	-2.1134916240539114
-3.695513982577755	-3.6723220510705494	-3.492499123061489	-2.1134943299358233
-3.695517760178088	-3.6723254656023565	-3.493159672158201	-2.1134957080619965
-3.6955181221121465	-3.6723292629829536	-3.4939433888163944	-2.113495940655176
-3.695518129978186	-3.6723352869269132	-3.4949788113882385	-2.113496112944024
