-5.00000000, 0.06066177, 0.06801520
-4.97493734, -0.00445748, 0.00423591
-4.94987469, -0.05153791, 0.03223391
-4.92481203, -0.02385681, 0.06132700
-4.89974937, 0.01145197, 0.01025069
-4.87468672, -0.05778800, -0.08074570
-4.84962406, -0.24582394, -0.06685152
-4.82456140, -0.40838019, 0.15829337
-4.79949875, -0.34133809, 0.52457782
-4.77443609, 0.03409340, 0.79313960
-4.74937343, 0.56438595, 0.72610969
-4.72431078, 0.94411824, 0.28509766
-4.69924812, 0.93353648, -0.31274079
-4.67418546, 0.53947274, -0.73879983
-4.64912281, 0.01012177, -0.78644698
-4.62406015, -0.35197583, -0.50673209
-4.59899749, -0.40433234, -0.14267847
-4.57393484, -0.23558527, 0.07210862
-4.54887218, -0.05113487, 0.07744046
-4.52380952, 0.01141738, -0.01455279
-4.49874687, -0.02632739, -0.06148359
-4.47368421, -0.05102177, -0.02990810
-4.44862155, -0.00078283, -0.00481311
-4.42355890, 0.06212155, -0.07370055
-4.39849624, 0.01903681, -0.20961897
-4.37343358, -0.16695334, -0.27530364
-4.34837093, -0.38334160, -0.15095975
-4.32330827, -0.44687275, 0.13466477
-4.29824561, -0.26503383, 0.40000478
-4.27318296, 0.06646858, 0.44929593
-4.24812030, 0.32516787, 0.23723166
-4.22305764, 0.33595496, -0.08602277
-4.19799499, 0.10954812, -0.29199483
-4.17293233, -0.17284995, -0.25352490
-4.14786967, -0.31195964, -0.03398602
-4.12280702, -0.24540880, 0.18420853
-4.09774436, -0.07487547, 0.26034316
-4.07268170, 0.04640176, 0.20100132
-4.04761905, 0.05456563, 0.12465108
-4.02255639, 0.01660915, 0.13111414
-3.99749373, 0.04418601, 0.20431993
-3.97243108, 0.17132522, 0.23694956
-3.94736842, 0.31601237, 0.14563100
-3.92230576, 0.35982336, -0.03969464
-3.89724311, 0.26448562, -0.19980370
-3.87218045, 0.10981421, -0.23883855
-3.84711779, 0.01556988, -0.17402187
-3.82205514, 0.02419502, -0.11323310
-3.79699248, 0.06119287, -0.14124444
-3.77192982, 0.01551539, -0.22697749
-3.74686717, -0.13607618, -0.24756417
-3.72180451, -0.28490920, -0.11325269
-3.69674185, -0.27923277, 0.12448366
-3.67167920, -0.07149185, 0.29191720
-3.64661654, 0.21347615, 0.23490666
-3.62155388, 0.36246968, -0.03821449
-3.59649123, 0.24634783, -0.34434333
-3.57142857, -0.06770325, -0.46380321
-3.54636591, -0.36491046, -0.31453393
-3.52130326, -0.45341557, -0.01316209
-3.49624060, -0.31046472, 0.22776980
-3.47117794, -0.08149757, 0.27363076
-3.44611529, 0.05843365, 0.16073542
-3.42105263, 0.05081767, 0.03471287
-3.39598997, -0.02238590, 0.00252687
-3.37092732, -0.04790217, 0.04157382
-3.34586466, -0.00858942, 0.04883090
-3.32080201, 0.00020196, -0.02506515
-3.29573935, -0.11562574, -0.09678625
-3.27067669, -0.31744806, -0.01598017
-3.24561404, -0.42366253, 0.27557444
-3.22055138, -0.25141192, 0.64210560
-3.19548872, 0.20525137, 0.82090624
-3.17042607, 0.72433792, 0.62125267
-3.14536341, 0.99491613, 0.09249058
-3.12030075, 0.84433983, -0.48733402
-3.09523810, 0.36935281, -0.80382055
-3.07017544, -0.13767286, -0.72773410
-3.04511278, -0.40604595, -0.38898924
