-0.5969457490403106	0.2017769272046827	0.9037510805353973	0.07780838472322184
-1.3899470519565846	-1.3022641994523652	-0.6828078275937641	0.022011842777297494
-2.929629490955315	-2.514900058892184	-1.4740710564152733	-0.0031220328379772556
-4.186991308559743	-3.595814740643749	-2.3725957415231065	-0.03646745164040652
-4.735474545382675	-4.492180732063334	-2.6555764667311603	-0.06465979155343549
-4.8138665710215705	-4.94176448612002	-3.015987076377173	-0.100171102607675
-4.952712340133348	-5.149054221738666	-3.5207634692158973	-0.11182088902705267
-5.156784682817491	-5.190297770041335	-3.7764284002000212	-0.12576986690476474
-5.243578822868226	-5.210821495130562	-3.879994077215141	-0.1430591571534153
-5.268432304779522	-5.223938337289179	-3.9744003794509375	-0.16980989260958768
-5.303605542698075	-5.242655748804274	-4.0244055293778835	-0.19250758015312314
-5.352759263056463	-5.245506501999809	-4.050528291382907	-0.2100027663192893
-5.372059289211865	-5.250448264428649	-4.070378961532865	-0.22958287255524476
-5.398853927379904	-5.257278417414194	-4.076051729426962	-0.24790189350479738
-5.425576146056384	-5.259118534144334	-4.085707688226111	-0.2638247711724029
-5.436953978169848	-5.261777782742191	-4.10103849162522	-0.26861134460626496
-5.439076916960093	-5.263698934502754	-4.118533342391869	-0.27718098671026037
-5.442296575372167	-5.2643974254586485	-4.132952399251733	-0.2897569185569636
-5.4467968792843795	-5.265145408138274	-4.14729077605346	-0.296639706732137
-5.451353390818405	-5.265516689731332	-4.168981072321526	-0.30185268639433
-5.455195807319027	-5.2660422981152655	-4.188260683751411	-0.310024883248708
-5.457327410672028	-5.26639041893452	-4.198261156445792	-0.3193608464607863
-5.459560613316123	-5.266868847688061	-4.20985387320641	-0.32745706625040094
-5.459741890818915	-5.267437517682391	-4.221649130917488	-0.3395102611961234
-5.460060820912516	-5.268158090615705	-4.226963202418979	-0.3476870037221344
-5.460549601978818	-5.268752840616466	-4.235753408587191	-0.3527791506678052
-5.46114490421691	-5.269080630453146	-4.2481317438337864	-0.358472145939847
-5.461627440758533	-5.269418210324821	-4.254238778034059	-0.3611703605539042
-5.462297059740161	-5.269614522197915	-4.260615385531359	-0.36499899729212
-5.462911016169229	-5.269954350041649	-4.266219878653939	-0.36967473528754147
-5.463373182823968	-5.270579398933336	-4.271047039435682	-0.37547999261979803
-5.463592161491649	-5.271558445662288	-4.274878451468819	-0.38052549066757296
-5.463812939919145	-5.2721072969016864	-4.277884202537967	-0.38505611505136866
-5.463935436677894	-5.272833705217934	-4.2800387031760145	-0.3884239056337851
-5.46401513879927	-5.273104501609088	-4.283042415527348	-0.39105823075366636
-5.464071800858006	-5.273570070763062	-4.28458483711429	-0.39342264449520165
-5.464084540625226	-5.2743513887588165	-4.286798694616037	-0.3961533358388031
-5.464088395404959	-5.275557557184425	-4.288481921849965	-0.3999605548985428
-5.464091669742375	-5.276658868988687	-4.289681518774598	-0.4038949839187346
-5.464095435604328	-5.277835318004776	-4.291292636163398	-0.40681072168645466
-5.464098700277375	-5.278726245533382	-4.292684837829341	-0.4092010915634965
-5.464100656991236	-5.279584785956417	-4.293874942323773	-0.41205887766047383
-5.464101241065008	-5.280260385578086	-4.295173486553218	-0.41439146395660226
-5.4641014078547805	-5.280752530746313	-4.296770960743238	-0.41626146768040595
-5.464101499073785	-5.281565505560257	-4.29857301679798	-0.4174668188671463
-5.4641015525528145	-5.282797492202343	-4.300167564630957	-0.4187464364553453
-5.464101570889892	-5.283687476329128	-4.300923373686659	-0.4202628584609054
-5.46410158491356	-5.284588743471083	-4.301833290610665	-0.4217872822031919
-5.464101598904154	-5.285253353436359	-4.302228470515252	-0.4232013113034078
-5.464101607752649	-5.286346653867911	-4.302813598790506	-0.4245931781512324
-5.464101611074869	-5.287864152233823	-4.303285460373225	-0.42564869404575406
-5.464101612593884	-5.289254652481322	-4.303567958365328	-0.4264920461177655
