theta2	theta5	expectation
-3.141592653589793	-3.141592653589793	-0.806478786726986
-2.541592653589793	-3.141592653589793	1.0660797102154413
-1.941592653589793	-3.141592653589793	-0.8452130106281448
-1.3415926535897928	-3.141592653589793	1.2417254297180371
-0.7415926535897928	-3.141592653589793	0.8854970731359681
-0.14159265358979267	-3.141592653589793	0.9184671636300045
0.4584073464102074	-3.141592653589793	-1.110680865970941
1.058407346410208	-3.141592653589793	-0.36506318472149635
1.6584073464102076	-3.141592653589793	0.7595279014321205
2.2584073464102072	-3.141592653589793	1.011378830134595
2.8584073464102078	-3.141592653589793	-0.0871774300769842
-3.141592653589793	-2.541592653589793	-0.7273038222349179
-2.541592653589793	-2.541592653589793	-0.5690398128097889
-1.941592653589793	-2.541592653589793	-0.5730897086631396
-1.3415926535897928	-2.541592653589793	0.024012606302678957
-0.7415926535897928	-2.541592653589793	0.19400033116606008
-0.14159265358979267	-2.541592653589793	1.3549287946883832
0.4584073464102074	-2.541592653589793	-1.2221879156528748
1.058407346410208	-2.541592653589793	-0.5165001708914154
1.6584073464102076	-2.541592653589793	1.5840227652024477
2.2584073464102072	-2.541592653589793	-0.02987208816604836
2.8584073464102078	-2.541592653589793	-1.4045958038499164
-3.141592653589793	-1.941592653589793	-0.3652608734586986
-2.541592653589793	-1.941592653589793	2.8920889471594364
-1.941592653589793	-1.941592653589793	1.2993464538377966
-1.3415926535897928	-1.941592653589793	-1.1069943397288635
-0.7415926535897928	-1.941592653589793	-2.1846793302426013
-0.14159265358979267	-1.941592653589793	-0.20293266380330746
0.4584073464102074	-1.941592653589793	1.9540281842825942
1.058407346410208	-1.941592653589793	-0.8491385470215544
1.6584073464102076	-1.941592653589793	1.6289686731431097
2.2584073464102072	-1.941592653589793	0.050354232876763105
2.8584073464102078	-1.941592653589793	0.4012489563774887
-3.141592653589793	-1.3415926535897928	-0.506082850089255
-2.541592653589793	-1.3415926535897928	1.2577548517632187
-1.941592653589793	-1.3415926535897928	-0.06667982974247366
-1.3415926535897928	-1.3415926535897928	-0.2318685496467045
-0.7415926535897928	-1.3415926535897928	-0.17126282666301418
-0.14159265358979267	-1.3415926535897928	0.8717046002013507
0.4584073464102074	-1.3415926535897928	1.7302114502737087
1.058407346410208	-1.3415926535897928	0.9208833068885038
1.6584073464102076	-1.3415926535897928	0.393120118231971
2.2584073464102072	-1.3415926535897928	0.4103486403240211
2.8584073464102078	-1.3415926535897928	-1.161821057673945
-3.141592653589793	-0.7415926535897928	-0.575261876249905
-2.541592653589793	-0.7415926535897928	2.19613245619877
-1.941592653589793	-0.7415926535897928	-0.3464418513076385
-1.3415926535897928	-0.7415926535897928	0.6015264105407934
-0.7415926535897928	-0.7415926535897928	-1.2246194693708448
-0.14159265358979267	-0.7415926535897928	0.21964664160418862
0.4584073464102074	-0.7415926535897928	-0.09132754963165077
1.058407346410208	-0.7415926535897928	1.1250495313295503
1.6584073464102076	-0.7415926535897928	0.890782299296749
2.2584073464102072	-0.7415926535897928	1.8518927704456323
2.8584073464102078	-0.7415926535897928	-0.07180095127567943
-3.141592653589793	-0.14159265358979267	-1.5640835298058007
-2.541592653589793	-0.14159265358979267	1.0114259541804413
-1.941592653589793	-0.14159265358979267	0.5482284712307376
-1.3415926535897928	-0.14159265358979267	-0.2939110188493682
-0.7415926535897928	-0.14159265358979267	0.30277633685807315
-0.14159265358979267	-0.14159265358979267	-1.3582456182303706
0.4584073464102074	-0.14159265358979267	-0.5172093459816764
1.058407346410208	-0.14159265358979267	-0.1371854011452438
1.6584073464102076	-0.14159265358979267	-1.313859203790331
2.2584073464102072	-0.14159265358979267	-0.3808110789556034
2.8584073464102078	-0.14159265358979267	0.38901347389859453
-3.141592653589793	0.4584073464102074	-0.7380553523581208
-2.541592653589793	0.4584073464102074	0.9855274701460129
-1.941592653589793	0.4584073464102074	1.5973645300768395
-1.3415926535897928	0.4584073464102074	0.056702775042557496
-0.7415926535897928	0.4584073464102074	1.0956457149918846
-0.14159265358979267	0.4584073464102074	0.509905474476414
0.4584073464102074	0.4584073464102074	-0.22942649375976037
1.058407346410208	0.4584073464102074	-0.2434959971384444
1.6584073464102076	0.4584073464102074	-0.41994348526787906
2.2584073464102072	0.4584073464102074	-0.5216446242139263
2.8584073464102078	0.4584073464102074	-0.23715312185658596
-3.141592653589793	1.058407346410208	-1.0635741696360101
-2.541592653589793	1.058407346410208	1.8355623437221973
-1.941592653589793	1.058407346410208	0.6637977739786955
-1.3415926535897928	1.058407346410208	-0.06509190320704616
-0.7415926535897928	1.058407346410208	-0.172975829043151
-0.14159265358979267	1.058407346410208	2.2636017611557877
0.4584073464102074	1.058407346410208	-1.8189792388521644
1.058407346410208	1.058407346410208	1.7132149446328833
1.6584073464102076	1.058407346410208	-0.5929148145469458
2.2584073464102072	1.058407346410208	-1.039125705016896
2.8584073464102078	1.058407346410208	-1.704963955009143
-3.141592653589793	1.6584073464102076	2.4085686354422267
-2.541592653589793	1.6584073464102076	-1.1201121967721075
-1.941592653589793	1.6584073464102076	-0.38116759707849146
-1.3415926535897928	1.6584073464102076	0.3227374213511929
-0.7415926535897928	1.6584073464102076	0.6554986481322593
-0.14159265358979267	1.6584073464102076	0.7667113548645801
0.4584073464102074	1.6584073464102076	1.8027251468158227
1.058407346410208	1.6584073464102076	-0.8329084144599006
1.6584073464102076	1.6584073464102076	-1.0660208921272947
2.2584073464102072	1.6584073464102076	-0.3394128347438654
2.8584073464102078	1.6584073464102076	0.6697517952809671
-3.141592653589793	2.2584073464102072	-1.877448693149835
-2.541592653589793	2.2584073464102072	-0.28056424018115844
-1.941592653589793	2.2584073464102072	-0.7083617124744228
-1.3415926535897928	2.2584073464102072	0.20874873237862288
-0.7415926535897928	2.2584073464102072	-1.5388139536605803
-0.14159265358979267	2.2584073464102072	0.8688965851149761
0.4584073464102074	2.2584073464102072	-1.5477961132876614
1.058407346410208	2.2584073464102072	2.588612381926653
1.6584073464102076	2.2584073464102072	-0.996766048453381
2.2584073464102072	2.2584073464102072	0.7401194651419238
2.8584073464102078	2.2584073464102072	-0.6012675766113764
-3.141592653589793	2.8584073464102078	-1.0930426121746286
-2.541592653589793	2.8584073464102078	-0.02239069233019214
-1.941592653589793	2.8584073464102078	0.11037771844979082
-1.3415926535897928	2.8584073464102078	0.25354129028754147
-0.7415926535897928	2.8584073464102078	0.43645865303650067
-0.14159265358979267	2.8584073464102078	0.5261358595085575
0.4584073464102074	2.8584073464102078	-0.3710007604422114
1.058407346410208	2.8584073464102078	-0.5924024947357278
1.6584073464102076	2.8584073464102078	0.6142379056584426
2.2584073464102072	2.8584073464102078	0.9225570927090172
2.8584073464102078	2.8584073464102078	-1.0601323932318807
